URL,Title,Description,Keywords,Title Exists (True/False),Description Exists (True/False),Keywords Exists (True/False)
http://10.4.95.44/news/centr-ambulatornoj-onkologiceskoj-pomosi-krasnogorsk,,,,False,False,False
http://10.4.95.44/news/onkolikbez-10-prostyh-voprosov-onkologu,,,,False,False,False
http://10.4.95.44/news/onlajn-test-risk-razvitia-raka-zeludka,,,,False,False,False
http://10.4.95.44/news/rannij-diagnoz-bystraya-pomoshch-v-lyubercah,,,,False,False,False
http://10.4.95.44/news/rak-mozet-nacat-sa-s-gastrita-simptomy,,,,False,False,False
http://10.4.95.44/news/centr-ambulatornoj-onkologiceskoj-pomosi-v-ramenskom,,,,False,False,False
http://10.4.95.44/news/medicinskij-proryv-vracej-iz-balasihi,,,,False,False,False
http://10.4.95.44/news/onlajn-test-risk-razvitia-raka-predstatel-noj-zelezy,,,,False,False,False
http://10.4.95.44/news/28-iuna-v-kolomenskoj-bol-nice-obsledonie-rak-sitovidnoj-zelezy,,,,False,False,False
http://10.4.95.44/news/riski-razvitia-raka-sitovidnoj-zelezy,,,,False,False,False
http://10.4.95.44/news/170-organosohrannyh-operacij-pri-lecenii-raka-grudi-proveli-v-mood,,,,False,False,False
http://10.4.95.44/news/prizvanie-v-tom-ctoby-pomogat-pacientam-istoria-dinastii-vracej-iz-balasihi,,,,False,False,False
http://10.4.95.44/news/onlajn-test-na-risk-razvitia-raka-legkogo,,,,False,False,False
http://10.4.95.44/news/tysaci-zensin-prosli-skrining-raka-molocnoj-zelezy-v-taldome,,,,False,False,False
http://10.4.95.44/news/onlajn-test-na-risk-razvitia-melanomy,,,,False,False,False
http://10.4.95.44/news/o-faktorah-provociruusih-rak-polosti-rta,,,,False,False,False
http://10.4.95.44/news/den-donora-v-moskovskom-oblastnom-onkologiceskom-dispansere,,,,False,False,False
http://10.4.95.44/news/konferencia-onkologov-podmoskov-a-ob-edinila-vracej-so-vsej-rossii,,,,False,False,False
http://10.4.95.44/news/oborudovanie-dla-diagnostiki-onkozabolevanij-zakupili-v-podmoskovnye-bol-nicy,,,,False,False,False
http://10.4.95.44/news/bolee-800-pacientov-i-obsledovanie-za-8-dnej-caop-v-lubercah,,,,False,False,False
http://10.4.95.44/news/den-diagnostiki-melanomy-prosel-v-podmoskov-e,,,,False,False,False
http://10.4.95.44/news/skrining-raka-tolstogo-kisecnika-v-kolomne,,,,False,False,False
http://10.4.95.44/news/kak-koronavirus-povlial-na-vyavlaemost-raka-legkogo,,,,False,False,False
http://10.4.95.44/news/ostrye-voprosy-v-lecenii-raka-onkologi-moskovskoj-oblasti,,,,False,False,False
http://10.4.95.44/news/novyj-sposob-lecenia-raka-aicnikov-zapatentovali-podmoskovnye-vraci,,,,False,False,False
http://10.4.95.44/news/melanoma-cem-opasna-i-pri-cem-tut-manikur,,,,False,False,False
http://10.4.95.44/news/podmoskovnye-vraci-udalili-pacientke-trehkilogrammovuu-opuhol,,,,False,False,False
http://10.4.95.44/news/pobedit-rak-i-rodit-rebenka-s-diagnozom-rak-sejki-matki,,,,False,False,False
http://10.4.95.44/news/vraci-v-kolomne-vpervye-proveli-onkoplastiku-pri-lecenii-raka-grudi,,,,False,False,False
http://10.4.95.44/news/pacienta-s-covid-19-i-onkologiej-spasli-podmoskovnye-vraci,,,,False,False,False
http://10.4.95.44/news/podmoskovnye-onkologi-spasli-pacienta-s-rakom-azyka,,,,False,False,False
http://10.4.95.44/news/podmoskovnye-vraci-prinali-rody-u-zensiny-s-koronavirusom-onkologiej-i-soputstvuusimi-zabolevaniami,,,,False,False,False
http://10.4.95.44/news/centr-ambulatornoj-onkologiceskoj-pomosi-pacientam-otkrylsa-v-lubercah,,,,False,False,False
http://10.4.95.44/news/v-moskovskom-oblastnom-onkodispansere-nacali-provodit-obsledovanie-pacientov-v-medikamentoznom-sne,,,,False,False,False
http://10.4.95.44/news/30-santimetrovuu-opuhol-v-legkom-udalili-pacientke-vraci-oblastnogo-onkodispansera,,,,False,False,False
http://10.4.95.44/news/sloznuu-operaciu-po-udaleniu-opuholi-proveli-podmoskovnye-onkologi,,,,False,False,False
http://10.4.95.44/news/isklyuchi-razvitie-kolorektalnogo-raka,,,,False,False,False
http://10.4.95.44/news/podmoskovnye-ucenye-pridumali-kak-povysit-effektivnost-bor-by-s-onkologiej,,,,False,False,False
http://10.4.95.44/news/novoe-oborudovanie-onkologiceskogo-profila-postupilo-v-ramenskuu-bol-nicu,,,,False,False,False
http://10.4.95.44/news/bolee-300-edinic-medoborudovania-dla-lecenia-onkologii-zakupili-v-podmoskov-e-v-2020-godu,,,,False,False,False
http://10.4.95.44/news/vraci-moniiag-pomogli-rodit-zdorovogo-rebenka-pacientke-s-rakom-sitovidnoj-zelezy,,,,False,False,False
http://10.4.95.44/news/vraci-moskovskogo-oblastnogo-onkodispansera-polucili-mezdunarodnyj-sertifikat-professional-nogo-masterstva,,,,False,False,False
http://10.4.95.44/news/ramenskie-vraci-proveli-operaciu-l-uisa-pacientu-s-rakom-pisevoda,,,,False,False,False
http://10.4.95.44/news/podmoskovnye-vraci-proveli-unikal-nuu-onkologiceskuu-operaciu,,,,False,False,False
http://10.4.95.44/news/smertnost-ot-onkozabolevanij-snizilas-pocti-na-10-v-moskovskoj-oblasti-s-nacala-goda,,,,False,False,False
http://10.4.95.44/news/svoevremennaa-diagnostika-pomogla-spasti-zizn-pacientu-s-onkologiej,,,,False,False,False
http://10.4.95.44/news/vysokotehnologicnoe-udalenie-novoobrazovanij-stalo-dostupno-dla-zitelej-mozajska,,,,False,False,False
http://10.4.95.44/news/mediki-podmoskovnogo-klina-proveli-vysokotehnologicnuu-i-maloinvazivnuu-operaciu-pacientu-s-redkoj-patologiej,,,,False,False,False
http://10.4.95.44/news/ramenskie-vraci-spasli-zizn-pacientke-s-rakom-zeludka,,,,False,False,False
http://10.4.95.44/news/kriostat-iz-onkotsentra-v-balashikhe-uzhe-pomog-bolee-tysiachi-patsientov,,,,False,False,False
http://10.4.95.44/news/v-stupine-zensine-udalili-5-kilogrammovuu-zlokacestvennuu-opuhol,,,,False,False,False
http://10.4.95.44/news/novoe-oborudovanie-dla-rannej-diagnostiki-koznyh-zabolevanij-postupilo-v-bol-nicu-v-lubercah,,,,False,False,False
http://10.4.95.44/news/zabolevaemost-rakom-molocnoj-zelezy-v-moskovskoj-oblasti-neuklonno-snizaetsa,,,,False,False,False
http://10.4.95.44/news/sovety-vracej-mery-profilaktiki-raka,,,,False,False,False
http://10.4.95.44/news/ziteli-krasnogorska-smogut-projti-rentgen-diagnostiku-na-novom-oborudovanii,,,,False,False,False
http://10.4.95.44/news/podmoskovnyj-onkolog-rasskazal-o-pervyh-priznakah-raka-kozi,,,,False,False,False
http://10.4.95.44/news/pacientov-s-onkologiej-v-podmoskov-e-nacali-lecit-s-pomos-u-sovremennoj-fotodinamiceskoj-terapii,,,,False,False,False
http://10.4.95.44/news/stupinskie-vraci-uspesno-prooperirovali-pacientku-s-mul-tisistemnoj-onkologiej,,,,False,False,False
http://10.4.95.44/news/novoe-oborudovanie-v-bol-nice-krasnogorska-pozvolaet-vyavit-onkologiu-na-rannej-stadii,,,,False,False,False
http://10.4.95.44/news/stupinskie-vraci-raspoznali-u-pacientki-trudno-diagnostiruemuu-patologiu-mozga,,,,False,False,False
http://10.4.95.44/news/podmoskovnye-onkologi-rasskazali-cto-vliaet-na-uspesnost-lecenia-raka,,,,False,False,False
http://10.4.95.44/news/novoe-diagnosticeskoe-medoborudovanie-v-voskresenske-pozvolit-vyavit-onkologiu-reproduktivnoj-sistemy-na-rannej-stadii,,,,False,False,False
http://10.4.95.44/news/onkologi-podmoskov-a-porekomendovali-zitelam-regularno-obsledovat-sa-na-melanomu,,,,False,False,False
http://10.4.95.44/news/gubernator-prinal-ucastie-v-sovesanii-pod-rukovodstvom-prem-er-ministra-po-razvitiu-onkocentrov,,,,False,False,False
http://10.4.95.44/news/podmoskovnye-ucenye-mediki-razrabotali-novyj-metod-dla-bor-by-s-limfomoj,,,,False,False,False
http://10.4.95.44/library/pdf,pdf 11,Описание слайдера,,True,True,False
http://10.4.95.44/library/azbuka_zdorovya_vse_o_pozvonochnike_i_sustavah_ot_a_do_ya,Азбука здоровья. Все о позвоночнике и суставах от А до Я,"Данное издание очень поможет тем, кто все-таки хочет вырваться из пут болезни!",,True,True,False
http://10.4.95.44/library/audiozapis_videokonferentsii_o_problemah_pitaniya_detei_dosh,Аудиозапись видеоконференции о проблемах питания детей дошкольного возраста,ОписаниеОписаниеОписаниеОпи,,True,True,False
http://10.4.95.44/library/bolee-20-000-vzroslyh-prolechili-za-god-v-moskovskom-oblastnom-onkologicheskom-dispansere,Более 20 000 взрослых пролечили за год в Московском областном онкологическом дис,Найти опухоль на ранней стадии поможет инновационное оборудование. Именно такое есть в Московском областном онкологическом диспансере.Для диагностики онкологических патологий пациентам делают ультразвуковое исследование. Эта процедура помогает найти опух,,True,True,False
http://10.4.95.44/library/vaktsinatsiya-onkobolnykh,Вакцинация онкобольных,"Можно ли вакцинироваться пациентам с онкологическими заболеваниями, и насколько безопасна процедура? На эти и не только вопросы отвечает главный внештатный специалист по онкологии Министерства здравоохранения Московской области Андрей Костин.",,True,True,False
http://10.4.95.44/library/vaktsinatsiya-onkobolnykh-ot-covid-19-za-ili-protiv,Вакцинация онкобольных от COVID-19: за или против?,"Можно ли вакцинироваться от коронавируса онкобольным? Какие противопоказания есть? И не опасно ли прерывать лечение на время вакцинации? Расскажет заслуженный врач России, доктор медицинских наук, профессор Константин Лядов.",,True,True,False
http://10.4.95.44/library/vaktsinatsiya-pozhilykh-lyudei,Вакцинация пожилых людей,"По словам врачей, риск заболеть коронавирусом с тяжёлыми последствиями у людей старшего возраста существенно выше, чем у молодых.",,True,True,False
http://10.4.95.44/library/velikij-hirurg-i-nastavnik-pamyatnik-svyatitelyu-luke-otkryli-v-balashihe,Великий хирург и наставник: памятник святителю Луке открыли в Балашихе,"Хирург, писатель, учёный, религиозный служитель &mdash; всё это о нём. Святитель Лука, Валентин Феликсович Войно-Ясенецкий, спас тысячи жизней. Точного числа его пациентов назвать не могут до сих пор.&nbsp; Степень доктора медицины врач получил за диссер",,True,True,False
http://10.4.95.44/library/video_fragment,Видео фрагмент,Описание,,True,True,False
http://10.4.95.44/library/v-lyubertsakh-proshla-konferentsiya-dlya-vrachei,В Люберцах прошла конференция для врачей,"В Люберецкой областной больнице прошла конференция-обучение на раннее выявление меланомы. Онкологам, хирургам и дерматологам рассказали, как ведёт себя новообразование на начальных стадиях, как правильно работать с &nbsp;дерматоскопом и в чём &nbsp;преим",,True,True,False
http://10.4.95.44/library/v-lyubertsakh-rabotayet-mammologicheskii-tsentr,В Люберцах работает маммологический центр,"Недавно на базе Люберецкой областной больницы начал работу маммологический центр &ndash; первый в Московской области. Жительницы Подмосковья могут получить направление на консультацию или обследование у терапевта, гинеколога, хирурга или эндокринолога.",,True,True,False
http://10.4.95.44/library/volontery-mediki-proverili-zdorove-rabotnikov-pochty-rossii,волонтеры медики проверили здоровье работников почты россии,"На этот раз проверить своё здоровье смогли сотрудники &laquo;Почты России&raquo;. Специалисты не только обследовали работников, но развеяли самые распространённые заблуждения о раке, провели интерактивный профилактический лекторий.",,True,True,False
http://10.4.95.44/library/vrachebnaya-dinastiya-shveikinykh,Врачебная династия Швейкиных,"С детства я ходил с мамой на приём и смотрел, как она работает. Заведующий онкологическим отделением &laquo;Коломенской центральной районной больницы&raquo; Андрей Швейкин стал врачом по совету родителей. О своей медицинской династии специалист рассказал",,True,True,False
http://10.4.95.44/library/vrach-rasskazala-o-lekarstvennom-protivoopukholevom-lechenii,Врач рассказала о лекарственном противоопухолевом лечении,"Что такое комплексное лечение, какие группы лекарственных препаратов существуют в онкологии, в чём разница между оригинальными препаратами, дженериками и биоподобными лекарствами, рассказала подробно в видеоролике Татьяна Семиглазова, врач-онколог.",,True,True,False
http://10.4.95.44/library/vrach-rasskazala-pro-effektivnoye-lecheniye-opukholei,Врач рассказала про эффективное лечение опухолей,"Узнать природу опухоли очень важно. Именно от этого зависит успех в лечении. В новом видео цикла &laquo;Часто задаваемые вопросы пациентов&raquo; доктор медицинских наук, профессор Рашида Орлова рассказала о факторах, которые влияют на борьбу с онкологие",,True,True,False
http://10.4.95.44/library/vrach-rasskazal-o-vozmozhnostyakh-diagnostiki-opukholei-golovy-i-shei-v-podmoskove,врач рассказал о возможностях диагностики опухолей головы и шеи в Подмосковье,"Как вовремя заметить тревожные симптомы и какие методы диагностики сегодня доступны подмосковным пациентам, рассказал заведующий отделением опухолей головы и шеи МОНИКИ им. М.Ф. Владимирского Валентин Васильев в интервью телеканалу «360».",,True,True,False
http://10.4.95.44/library/vrach-rasskazal-o-sovremennykh-operatsiyakh-onkologii-golovnogo-mozga,Врач рассказал о современных операциях онкологии головного мозга,"О выборе профессии, работе и судьбе рассказал руководитель отделения нейрохирургии ГБУЗ МО МОНИКИ им. М.Ф. Владимирского Реваз Джинджихадзе в программе &laquo;Кто нас спасёт?&raquo; на телеканале 360.",,True,True,False
http://10.4.95.44/library/vsemirnyi-den-borby-s-onkologiyei-otmechayut-segodnya,Всемирный день борьбы с онкологией отмечают сегодня,В Подмосковье для борьбы с заболеванием работают Центры амбулаторной онкологической помощи. Для ранней диагностики и выявления рака в медицинских учреждениях проводят диспансеризации и Дни открытых дверей.,,True,True,False
http://10.4.95.44/library/glavnaya-kniga-o-zdorove,Главная книга о здоровье,Опираясь на опыт врача-практика Л.Виилма не только раскрывает суть своего учения о самопомощи через принятие,,True,True,False
http://10.4.95.44/library/den-muzhskogo-zdorovya,День мужского здоровья,"По данным Всемирной организации здравоохранения, отмечается рост случаев обнаружения первичного рака предстательной железы. В нашей стране эта злокачественная опухоль входит в пятёрку среди онкологических заболеваний, выявленных во время медосмотров.",,True,True,False
http://10.4.95.44/library/det-skoye-onkologicheskoye-khirurgicheskoye -otdeleniye,,,,False,False,False
http://10.4.95.44/library/dispanserizatsiya-po-novoi-modeli-budet-v-bolnitsakh-podmoskovya,Диспансеризация по новой модели будет в больницах Подмосковья.,Профилактические медицинские осмотры помогают своевременно обнаружить заболевание. Диспансеризацию жителей региона обсудили на совещании губернатора Московской области Андрея Воробьёва с представителями областного правительства и главами городских округо,,True,True,False
http://10.4.95.44/library/dlya-zhitelei-balashikhi-proveli-aktsiyu-po-otkazu-ot-kureniya,Для жителей Балашихи провели акцию по отказу от курения.,Жителей Балашихи призвали отказаться от курения.,,True,True,False
http://10.4.95.44/library/dni-otkrytykh-dverei-v-podmoskove,Дни открытых дверей в подмосковье,В ноябре в подмосковных клиниках можно было пройти &nbsp;бесплатные медицинские осмотры на выявление ранних онкологических заболеваний. Дни открытых дверей проходили сразу в нескольких городах региона.,,True,True,False
http://10.4.95.44/library/zhivaya_psihologiya_prostie_shagi_navstrechu_k_sebe,Живая психология: простые шаги навстречу к себе,"Еще в древние времена великие умы говорили, что в человеке скрывается целый мир",,True,True,False
http://10.4.95.44/library/zhitelnits-krasnogorska-obsledovali-na-rak-molochnoi-zhelezy,Жительниц красногорска обследовали на рак молочной железы,День открытых дверей прошёл в Красногорской больнице. Жительниц обследовали на рак молочной железы и прочитали лекцию о женском здоровье.,,True,True,False
http://10.4.95.44/library/zhitelnits-ramenskogo-obsledovali-na-rak-molochnoi-zhelezy,Жительниц раменского обследовали на рак молочной железы,"Как часто нужно посещать гинеколога, и какие обследования необходимо проходить женщинам? А ещё почему диспансеризация считается хорошим тоном &ndash; на эти и не только вопросы ответы в репортаже РТВ.",,True,True,False
http://10.4.95.44/library/zhitelnitsy-moskovskoi-oblasti-mogut-samostoyatelno-zapisat-sya-na-mammografiyu,Жительницы Московской области могут самостоятельно записаться на маммографию,"Онкология молочных желёз остаётся лидером среди болезней женского населения. Особенно уязвимы люди старшего возраста. Врачи рекомендуют женщинам после 40 лет раз в два года делать маммографию. В Московской области запущен пилотный проект, и теперь записа",,True,True,False
http://10.4.95.44/library/zdorove_rebenka_i_zdravii_smisl_ego_rodstvennikov,Здоровье ребенка и здравый смысл его родственников,Автор Комаровский является признанным автором в детской педиатрии.,,True,True,False
http://10.4.95.44/library/zdorove_cherez_stopi,Здоровье через стопы,Изучите более 66 отзывов о творчестве автора и начните читать или слушать книги Сергея Бубновского,,True,True,False
http://10.4.95.44/library/intervyu-vracha-onkologa-o-rake-kozhi-i-molochnoi-zheleze,Интервью врача онколога о раке кожи и молочной железе,Почему женщины отказываются проходить лечение с диагнозом рак молочной железы и может ли привести маммопластика к рецидиву?,,True,True,False
http://10.4.95.44/library/intervyu-s-zaveduyushchei-patologoanatomicheskim-otdeleniyem-ramenskoi-oblastnoi-bolnitsy-lyudmiloi-trefilovoi,Интервью с заведующей патологоанатомическим отделением Раменской областной больн,Заведующая патологоанатомическим отделением Раменской областной больницы Людмила Трефилова рассказала об особенностях опухолевых тканей.,,True,True,False
http://10.4.95.44/library/itogi-onkodiagnostiki-v-domodedove-u-pochti-40-uchastnikov-zapodozrili,итоги онкодиагностики в Домодедове у почти 40 участников заподозрили,Масштабная акция по онконастороженности прошла в минувшую субботу в парке &laquo;Ёлочки&raquo;.,,True,True,False
http://10.4.95.44/library/kakiye-voprosy-zadat-vrachu-onkologu-pered-nachalom-lecheniya,Какие вопросы задать врачу-онкологу перед началом лечения,"Очень часто пациенты с онкологическим диагнозом теряются и сильно волнуются в кабинете врача, особенно, когда назначается противоопухолевая лекарственная терапия.",,True,True,False
http://10.4.95.44/library/kak-koronavirus-povliyal-na-rabotu-onkosluzhby-v-podmoskove,как коронавирус повлиял на работу онкослужбы в подмосковье,Почему важно проходить регулярно медицинские осмотры и как выглядит маршрут пациента с онкологическим заболеванием в Московской области?,,True,True,False
http://10.4.95.44/library/kak-podderzhat-organizm-vo-vremya-lecheniya,Как поддержать организм во время лечения,Часто после постановки онкологического диагноза привычный образ жизни пациента рушится.,,True,True,False
http://10.4.95.44/library/kak-ponyat-chto-pora-k-onkologu,"Как понять, что пора к онкологу","Развитие раковой опухоли можно определить по ряду тревожных симптомов, которые нельзя игнорировать и стоит незамедлительно обратиться к специалисту. Врач-онколог Иван Карасёв рассказал, какие неполадки в организме должны насторожить.&nbsp; &nbsp;",,True,True,False
http://10.4.95.44/library/klinicheskiye-ispytaniya-v-onkologii,Клинические испытания в онкологии,"В новом выпуске цикла роликов: «Часто задаваемые вопросы пациентов» онколог рассказал, как проводятся клинические испытания и стоит ли больным соглашаться на такой эксперимент?",,True,True,False
http://10.4.95.44/library/knigi_o_vazhnom,Книги о важном,Описание,,True,True,False
http://10.4.95.44/library/konferentsiya-vrachei-onkologov,конференция врачей-онкологов,Передовые методы борьбы с онкологическими заболеваниями обсудили подмосковные врачи-онкологи на региональной конференции &laquo;Современные аспекты лечения злокачественных новообразований&raquo;.,,True,True,False
http://10.4.95.44/library/k_sebe_nezhno_kniga_o_tom_kak_tsenit_i_berech_sebya_video_s_,"К себе нежно. Книга о том, как ценить и беречь себя (Видео с заглушкой, есть фот","Необязательно быть удобной для всех, соглашаться на работу, от которой внутри дискомфортно, или страдать от того, что испытываешь «не те» эмоции. Жить с уважением к чувствам и выбирать свой путь – это нормально.",,True,True,False
http://10.4.95.44/library/lecheniye-zhenskikh-i-muzhskikh-onkozabolevanii-obsudili-vrachi,лечение женских и мужских онкозаболеваний обсудили врачи,"Каждый год научно-практические конференции позволяют врачам-онкологам решить актуальные вопросы, обменяться ценным опытом и озвучить существующие проблемы онкологической службы.",,True,True,False
http://10.4.95.44/library/lecheniye-onkopatsiyentov-v-moskovskoi-oblasti,Лечение онкопациентов в московской области,Международный онкологический центр в Коломне работает больше года. Почему он носит статус &laquo;междунардного&raquo; и придётся ли платить за лечение?,,True,True,False
http://10.4.95.44/library/malenkikh-patsiyentov-mood-pozdravili-s-dnem-zashchity-detei,маленьких пациентов моод поздравили с днем защиты детей,Подарок из рук любимых супергероев получили маленькие пациенты Московского областного онкологического диспансера. Так в Международный день защиты детей решили поднять настроение малышам и их родителям волонтёры.,,True,True,False
http://10.4.95.44/library/mammologicheskii-tsentr-v-lyubertsakh-prinyal-boleye-700-patsiyentok,Маммологический центр в люберцах принял более 700 пациенток,Широкий спектр обследований и многие виды медицинских услуг при подозрении на рак молочной железы стали доступнее жительницам Московской области.&nbsp;Вот уже месяц на базе Люберецкой областной больницы работает первый в Московской области маммологически,,True,True,False
http://10.4.95.44/library/molekulyarno-geneticheskiye-issledovaniya-onkologii,Молекулярно-генетические исследования онкологии,В новом выпуске цикла видео: «Часто задаваемые вопросы пациентов» доктора медицинских наук Евгений Имянитов и Григорий Раскин рассказали о персонализированном подходе в диагностике онкологии. Что такое иммуногистохимическая и молекулярно-генетическая диа,,True,True,False
http://10.4.95.44/library/obsledovaniye-molochnoi-zhelezy,обследование молочной железы,"Онкология молочных желёз занимает первое место среди всех онкологических заболеваний. Он поражает ежегодно больше двух миллионов женщин во всём мире и свыше 66 тысяч в России. Заболевание передаётся по наследству, но гормональные сбои, ранняя менструация",,True,True,False
http://10.4.95.44/library/obsledovaniya-na-rak-kozhi,Обследования на рак кожи,"Свыше 30 пациентов проверили состояние кожи на предмет онкологии в ходе Дня открытых дверей. Как проходил скрининг в Центре амбулаторной онкологической помощи Раменской областной больницы, смотрите в репортаже телеканала РТВ.",,True,True,False
http://10.4.95.44/library/odintsovskii-tsentr-onkopomoshchi,Одинцовский центр онкопомощи,"Одинцовская областная больница &ndash; одна из передовых в Московской области по оказанию онкологической помощи. Обратиться к специалистам могут не только местные жители Одинцовского округа, но и жители Подмосковья.",,True,True,False
http://10.4.95.44/library/onkologicheskaya-pomoshch-v-moskovskoi-oblasti,Онкологическая помощь в московской области,Где появятся новые Центры амбулаторной онкопомощи в Московской области и будут ли проводиться профилактические осмотры в клиниках региона на раннее выявление рака.,,True,True,False
http://10.4.95.44/library/onkolog_nazval_prichini_raka_podzheludochnoi_zhelezi,Онколог назвал причины рака поджелудочной железы111,zdfbzdfbdfb11111,ТЕСТ БИБЛИОТЕКА,True,True,True
http://10.4.95.44/library/onkolog-razoblachil-samyye-rasprostranennyye-mify-o-rake,Онколог разоблачил самые распространённые мифы о раке,"Любое заболевание сопровождается множеством обывательских мифов. И чем недуг серьёзнее, тем больше вокруг него появляется вымыслов. Один из самых распространённых &mdash; рак заразен.",,True,True,False
http://10.4.95.44/library/onkolog-rasskazala-kak-obsledovat-sya-na-rak-molochnoi-zhelezy,"Онколог рассказала, как обследоваться на рак молочной железы",Онкология молочной железы лидирует среди женских злокачественных патологий. Ежегодные скрининги и обследования снижают вероятность опасного недуга. Больно и опасно ли делать маммографию? Как проверить себя дома? Изменилось ли лечение онкологии молочной ж,,True,True,False
http://10.4.95.44/library/onkolog-rasskazal-kak-vovremya-raspoznat-kolorektalnyi-rak,онколог рассказал как вовремя распознать колоректальный рак,"Вероятность рака толстой кишки прогрессивно возрастает при хронических запорах, заболеваниях кишечника, длительном курении и злоупотреблении алкоголем.",,True,True,False
http://10.4.95.44/library/onkolog-rasskazal-ob-operatsiyakh-v-volokolamske,Онколог рассказал об операциях в Волоколамске,"Героем выпуска программы &laquo;Кто нас спасёт&raquo; на телеканале &laquo;360&raquo; стал заведующий хирургическим отделением ГБУЗ МО &laquo;Волоколамская центральная районная больница&raquo; Андрей Лысенко. Он специализируется на патологиях желудка, ки",,True,True,False
